time_s,y_mm
6.591667,162.188946
6.600000,162.195507
6.608333,162.185869
6.616667,162.190392
6.625000,162.190920
6.633333,162.175252
6.641667,162.169484
6.650000,162.171087
6.658333,162.165821
6.666667,162.168630
6.675000,162.171812
6.683333,162.160197
6.691667,162.150738
6.700000,162.134057
6.708333,162.131956
6.716667,162.125610
6.725000,162.119093
6.733333,162.128189
6.741667,162.143282
6.750000,162.132367
6.758333,162.122854
6.766667,162.107507
6.775000,162.097168
6.783333,162.102885
6.791667,162.113327
6.800000,162.106218
6.808333,162.106450
6.816667,162.088923
6.825000,162.088386
6.833333,162.084522
6.841667,162.093340
6.850000,162.096393
6.858333,162.105252
6.866667,162.103380
6.875000,162.082577
6.883333,162.071765
6.891667,162.064195
6.900000,162.058538
6.908333,162.055181
6.916667,162.054381
6.925000,162.053667
6.933333,162.053797
6.941667,162.050257
6.950000,162.061939
6.958333,162.047406
6.966667,162.044935
6.975000,162.027437
6.983333,162.025933
6.991667,162.023555
7.000000,162.019580
7.008333,162.004310
7.016667,161.987781
7.025000,161.964452
7.033333,161.949670
7.041667,161.932359
7.050000,161.919203
7.058333,161.902410
7.066667,161.888019
7.075000,161.880700
7.083333,161.864609
7.091667,161.882553
7.100000,161.871748
7.108333,161.865084
7.116667,161.871467
7.125000,161.868035
7.133333,161.873171
7.141667,161.859024
7.150000,161.870593
7.158333,161.870626
7.166667,161.864880
7.175000,161.849682
7.183333,161.839450
7.191667,161.837055
7.200000,161.849460
7.208333,161.853092
7.216667,161.842546
7.225000,161.843613
7.233333,161.825438
7.241667,161.809274
7.250000,161.810459
7.258333,161.818298
7.266667,161.827832
7.275000,161.835639
7.283333,161.815998
7.291667,161.807773
7.300000,161.799401
7.308333,161.803645
7.316667,161.810126
7.325000,161.819183
7.333333,161.828310
7.341667,161.814477
7.350000,161.802204
7.358333,161.784185
7.366667,161.779522
7.375000,161.778176
7.383333,161.780679
7.391667,161.785797
7.400000,161.784346
7.408333,161.772505
7.416667,161.757868
7.425000,161.757724
7.433333,161.760078
7.441667,161.777773
7.450000,161.782550
7.458333,161.792835
7.466667,161.788567
7.475000,161.783166
7.483333,161.776462
7.491667,161.780697
7.500000,161.795614
7.508333,161.814514
7.516667,161.818627
7.525000,161.834430
7.533333,161.838198
7.541667,161.843509
7.550000,161.833367
7.558333,161.848992
7.566667,161.853273
7.575000,161.874015
7.583333,161.889874
7.591667,161.895020
7.600000,161.908473
7.608333,161.920185
7.616667,161.921610
7.625000,161.948473
7.633333,161.963654
7.641667,161.984965
7.650000,161.995931
7.658333,162.007982
7.666667,162.038242
7.675000,162.043418
